id,relid,year,conflict_name,dyad_name,side_a,side_b,state,lga,latitude,longitude,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_estimate,high_estimate,low_estimate,source_article,source_headline,location_description
17125,NIG-2001-2-X637-1,2001,"Fulani, Jukun - Tiv","Fulani, Jukun - Tiv","Fulani, Jukun",Tiv,Taraba state,,8.0,10.5,2001-07-01,2001-07-01,0,0,0,20,20,29,20,Reuters 5-jul-01,,Taraba state
16809,NIG-2001-2-254-1,2001,"Afisare, Anaguta, Birom - Fulani, Hausa","Afisare, Anaguta, Birom - Fulani, Hausa","Afisare, Anaguta, Birom","Fulani, Hausa",Plateau state,Jos North lga,9.916667,8.9,2001-09-07,2001-09-13,0,0,0,952,952,2952,952,"Reuters 8-Sep-0, Death Toll of Religious Clash Up in Central Nigeria. Xinhua News Agency 9 September 200, 165 Killed in Religious Clashes in Central Nigeria - Red Cross.  Xinhua News Agency 10 September 2001; Danfulani & Fwatshak ""Briefing: The September 2001 events in Jos, Nigeria"", African Affairs (2002) 101, 243-255; HRW, 2001, ""Jos",,Jos town
16812,NIG-2001-2-254-4,2001,"Afisare, Anaguta, Birom - Fulani, Hausa","Afisare, Anaguta, Birom - Fulani, Hausa","Afisare, Anaguta, Birom","Fulani, Hausa",Plateau state,Jos North lga,9.916667,8.9,2001-09-07,2001-09-08,31,0,0,0,31,31,31,"""African Affairs,2002-12-31,Briefing: The September 2001 events in Jos, Nigeria, 243-255""","Briefing: The September 2001 events in Jos, Nigeria, 243-255",Jos town (Jos University)
16783,NIG-2001-2-254-2,2001,"Afisare, Anaguta, Birom - Fulani, Hausa","Afisare, Anaguta, Birom - Fulani, Hausa","Afisare, Anaguta, Birom","Fulani, Hausa",Plateau state,Jos North lga,9.916667,8.9,2001-09-09,2001-09-09,0,9,0,0,9,9,9,"""African Affairs,2002-12-31,Briefing: The September 2001 events in Jos, Nigeria""","Briefing: The September 2001 events in Jos, Nigeria",Jos town (Dilimi)
16817,NIG-2001-2-254-3,2001,"Afisare, Anaguta, Birom - Fulani, Hausa","Afisare, Anaguta, Birom - Fulani, Hausa","Afisare, Anaguta, Birom","Fulani, Hausa",Plateau state,Riyom lga,9.56796,8.68476,2001-09-10,2001-09-10,0,8,0,0,8,8,8,"""African Affairs,2002-12-31,Briefing: The September 2001 events in Jos, Nigeria""","Briefing: The September 2001 events in Jos, Nigeria","Watam village, Riyom LGA"
16726,NIG-2001-2-X4805-0,2001,"Birom - Fulani, Hausa","Birom - Fulani, Hausa",Birom,"Fulani, Hausa",Plateau state,Jos South lga,9.68333,8.76667,2001-12-30,2001-12-30,0,0,0,21,21,21,21,"""Reuters News,2002-01-01,UPDATE 1-At least 20 killed in attack on Nigerian village."";""Lloyd's Information Casualty Report,2002-01-03,POLITICAL & CIVIL UNREST - NIGERIA.""",UPDATE 1-At least 20 killed in attack on Nigerian village.;POLITICAL & CIVIL UNREST - NIGERIA.,Turu village
17144,NIG-2002-2-67-1,2002,Fulani - Mambila,Fulani - Mambila,Fulani,Mambila,Taraba state,Sardauna lga,6.87463,11.21184,2002-01-01,2002-01-08,0,0,0,50,50,50,30,"Reuters dozens die in Nigerian land clashes, 2002-01-08",,"Tonga Maina village, Sardauna LGA"
16815,NIG-2002-2-X4805-1,2002,"Birom - Fulani, Hausa","Birom - Fulani, Hausa",Birom,"Fulani, Hausa",Plateau state,Jos South lga,9.68333,8.76667,2002-01-01,2002-01-31,0,0,0,21,21,21,21,"Amnesty InternationalDecember 2002, ""Security forces in Nigeria: Serving to protect and respect human rights?"", 17",,Turu village
16803,NIG-2004-2-360-10,2004,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Plateau state,Wase lga,9.076944,10.059536,2004-03-01,2004-03-08,0,0,0,13,13,13,13,"""All Africa (The News),2004-03-08,Fire On the Plateau """,Fire On the Plateau,"Mavo village, Wase LGA"
17146,NIG-2004-2-360-13.1,2004,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Taraba state,Ibi lga,8.183333,9.75,2004-04-13,2004-04-13,5,0,0,0,5,5,5,"The Guardian 20/4, AFP 20/4",,Ibi LGA (Doshima I and Doshima II villages)
63053,NIG-2004-2-360-13.2,2004,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Taraba state,Ibi lga,8.316667,9.733333,2004-04-13,2004-04-13,2,0,0,0,2,2,2,"The Guardian 20/4, AFP 20/4",,Sarkin Kudu village
17150,NIG-2004-2-360-15.2,2004,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Taraba state,Ibi lga,8.316667,9.733333,2004-04-27,2004-04-27,0,0,0,17,17,20,17,"Reuters 30/4, ""UPDATE 4-More than 100 dead, 1,000 wounded in Nigeria feud.",,New Sarkin Kudu village
17151,NIG-2004-2-360-15.1,2004,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Taraba state,Ibi lga,8.316667,9.733333,2004-04-27,2004-04-27,0,0,0,17,17,20,17,"Reuters 30/4, ""UPDATE 4-More than 100 dead, 1,000 wounded in Nigeria feud.",,Old Sarkin Kudu village
17137,NIG-2004-2-360-15.6,2004,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Taraba state,Bali lga,7.866667,10.966667,2004-04-27,2004-04-27,0,0,0,16,16,20,16,"Reuters 30/4, ""UPDATE 4-More than 100 dead, 1,000 wounded in Nigeria feud.",,Bali LGA (Sabon Layi village)
16718,NIG-2004-2-360-15.5,2004,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Plateau state,,9.166667,9.75,2004-04-27,2004-04-27,0,0,0,16,16,20,16,"Reuters 30/4, ""UPDATE 4-More than 100 dead, 1,000 wounded in Nigeria feud.",,Plateau state (Angon Masu village)
16719,NIG-2004-2-360-15.3,2004,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Plateau state,,9.166667,9.75,2004-04-27,2004-04-27,0,0,0,17,17,20,17,"Reuters 30/4, ""UPDATE 4-More than 100 dead, 1,000 wounded in Nigeria feud.",,Plateau state (Auoshima One village)
16720,NIG-2004-2-360-15.4,2004,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Plateau state,,9.166667,9.75,2004-04-27,2004-04-27,0,0,0,17,17,20,17,"Reuters 30/4, ""UPDATE 4-More than 100 dead, 1,000 wounded in Nigeria feud.",,Plateau state (Auoshima Two village)
15875,NIG-2005-2-455-0,2005,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Katsina-Ala lga,7.2896,9.5533,2005-04-10,2005-04-10,0,14,0,0,14,14,14,"""Reuters,2005-04-13,At least 14 die in central Nigeria attack-lawmaker.""",At least 14 die in central Nigeria attack-lawmaker.,Katsina-Ala district
15920,NIG-2008-2-455-1,2008,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Makurdi lga,7.7411,8.5121,2008-03-08,2008-03-09,0,0,0,1,1,3,1,"All Africa, 11 mar 08",,"Makurdi (Orkpe, Mbakur, a village some 10 kilometers South East of Makurdi)"
16814,NIG-2008-2-254-0,2008,"Afisare, Anaguta, Birom - Fulani, Hausa","Afisare, Anaguta, Birom - Fulani, Hausa","Afisare, Anaguta, Birom","Fulani, Hausa",Plateau state,Jos North lga,9.916667,8.9,2008-11-28,2008-11-29,0,0,0,200,200,200,200,"""""Leave Everything to God"" Accountability for Inter-Communal Violence in Plateau and Kaduna States, Nigeria,2013-12-01,2008 Jos Violence (p. 45)""",2008 Jos Violence (p. 45),Jos town
62376,NIG-2010-2-X4805-0,2010,"Birom - Fulani, Hausa","Birom - Fulani, Hausa",Birom,"Fulani, Hausa",Plateau state,Jos South lga,9.716667,8.85,2010-01-19,2010-01-19,0,174,0,0,174,174,174,"""“Leave Everything to God” Accountability for Inter-Communal Violence in Plateau and Kaduna States, Nigeria,2013-12-01,The Kuru Karama Massacre (p. 52)""",The Kuru Karama Massacre (p. 52),Kuru Karama town
62389,NIG-2010-2-X4805-1,2010,"Birom - Fulani, Hausa","Birom - Fulani, Hausa",Birom,"Fulani, Hausa",Plateau state,Jos South lga,9.766667,8.8,2010-01-19,2010-01-20,0,41,0,0,41,78,41,"""“Leave Everything to God” Accountability for Inter-Communal Violence in Plateau and Kaduna States, Nigeria,2013-12-01,Tim-Tim (p. 60)""",Tim-Tim (p. 60),Jos South LGA (Tim-Tim village)
62395,NIG-2010-2-X4805-2,2010,"Birom - Fulani, Hausa","Birom - Fulani, Hausa",Birom,"Fulani, Hausa",Plateau state,Jos South lga,9.766667,8.8,2010-01-19,2010-01-19,0,62,0,0,62,62,62,"""“Leave Everything to God” Accountability for Inter-Communal Violence in Plateau and Kaduna States, Nigeria,2013-12-01,Sabon Gidan Kanar (p.61)""",Sabon Gidan Kanar (p.61),Jos South LGA (Sabon Gidan Kanar village)
62397,NIG-2010-2-X4805-3,2010,"Birom - Fulani, Hausa","Birom - Fulani, Hausa",Birom,"Fulani, Hausa",Plateau state,Jos South lga,9.766667,8.8,2010-01-19,2010-01-19,0,56,0,0,56,56,56,"""“Leave Everything to God” Accountability for Inter-Communal Violence in Plateau and Kaduna States, Nigeria,2013-12-01,Sabon Gidan Forum (p. 61)""",Sabon Gidan Forum (p. 61),Jos South LGA (Sabon Gidan Forom village)
62399,NIG-2010-2-X4805-4,2010,"Birom - Fulani, Hausa","Birom - Fulani, Hausa",Birom,"Fulani, Hausa",Plateau state,Barkin Ladi lga,9.8,8.95,2010-01-19,2010-01-19,0,0,0,0,0,30,0,"""“Leave Everything to God” Accountability for Inter-Communal Violence in Plateau and Kaduna States, Nigeria,2013-12-01,Dogo Nahawa (p. 62)""",Dogo Nahawa (p. 62),"Dogo Nahawa, Barkin Ladi LGA"
15872,NIG-2010-2-455-0,2010,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Gwer East lga,7.582597,8.528943,2010-06-22,2010-06-22,0,0,0,4,4,4,4,NigeriaWatch database,,"Benue State (Anchiha village near Ikpayongo, Mbasombo)"
42176,NIG-2011-2-455-1,2011,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Gwer West lga,7.5834,8.2055,2011-02-07,2011-02-11,0,0,0,27,27,36,18,"NigeriaWatch database; Vanguard 25 February 2011 ""Tiv/Fulani crises: 36 dead, 10,000 displaced in Benue",,"Naka, Gwer West"
42177,NIG-2011-2-455-2,2011,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Makurdi lga,7.7042,8.53588,2011-02-07,2011-02-07,0,0,0,2,2,2,2,NigeriaWatch database,,Mbakyondo village
42178,NIG-2011-2-455-3,2011,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.96667,8.76667,2011-05-08,2011-05-08,0,26,0,0,26,26,26,NigeriaWatch database,,"Mbagwen, Tiv community"
42179,NIG-2011-2-455-4.1,2011,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,8.06667,8.51667,2011-05-23,2011-05-23,0,15,0,0,15,15,15,NigeriaWatch database,,Udei community
100717,NIG-2011-2-455-4.2,2011,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.96667,8.76667,2011-05-23,2011-05-23,0,15,0,0,15,15,15,NigeriaWatch database,,Yelwatta community in Isherev areas
42180,NIG-2011-2-455-5,2011,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.96667,8.76667,2011-06-21,2011-06-21,0,0,0,25,25,50,25,"NigeriaWatch database; Daily Independent/All Africa 21 June 2011 ""Nigeria: 50 Feared Dead, Thousands Displaced in Fulani, TIV Conflict",,"Igyough, Gborigyo, Mbaya, Pevin Gbor and Shiwua Tugudu villages"
42181,NIG-2011-2-455-6,2011,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,8.06667,8.51667,2011-06-30,2011-06-30,0,0,0,10,10,10,10,"The Guardian 2 July 2011 ""10 Feared Killed As Tiv Farmers, Fulani Herdsmen Clash Again",,Udei town about 25 kilometres north of Makurdi
42183,NIG-2011-2-455-8,2011,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Nasarawa state,Doma lga,8.20323,8.30466,2011-11-21,2011-12-01,0,0,0,0,0,5,0,"Agence France-Presse (AFP) 1 December 2011 ""Thousands flee communal clashes in central Nigeria",,"Doma local government area, Benue-Nassarawa boundary"
42184,NIG-2011-2-455-9,2011,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Nasarawa state,Keana lga,8.23333,8.56667,2011-11-22,2011-11-24,0,1,0,1,2,2,2,"Agence France-Presse (AFP) 1 December 2011 ""Thousands flee communal clashes in central Nigeria""; NigeriaWatch database",,Kadarko
42185,NIG-2011-2-455-10.1,2011,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Nasarawa state,Doma lga,8.28333,8.48333,2011-11-22,2011-11-24,0,1,0,1,2,2,2,"Agence France-Presse (AFP) 1 December 2011 ""Thousands flee communal clashes in central Nigeria""; NigeriaWatch database",,Angwan Yara Mada village
176288,NIG-2011-2-455-10.2,2011,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Nasarawa state,Doma lga,8.20323,8.30466,2011-11-22,2011-11-24,0,0,0,1,1,1,1,"Agence France-Presse (AFP) 1 December 2011 ""Thousands flee communal clashes in central Nigeria""; NigeriaWatch database",,"Doka, Doma lga"
42182,NIG-2011-2-455-7.1,2011,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.9974,8.4467,2011-11-30,2011-11-30,0,0,0,7,7,7,7,"Agence France-Presse (AFP) 1 December 2011 ""Thousands flee communal clashes in central Nigeria""; NigeriaWatch database",,Yogbo village
100720,NIG-2011-2-455-7.2,2011,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.96667,8.76667,2011-11-30,2011-11-30,0,0,0,43,43,43,43,"Agence France-Presse (AFP) 1 December 2011 ""Thousands flee communal clashes in central Nigeria""; NigeriaWatch database",,"Dooga, Kpata, Lokobi, Ajimaka, Ekeae, Giza and Mbagwem"
42186,NIG-2011-2-455-11,2011,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Nasarawa state,Keana lga,8.2,8.63333,2011-12-02,2011-12-02,0,0,0,2,2,79,2,NigeriaWatch database,,"Angwan Yara, a village in the Giza Development area"
42187,NIG-2011-2-455-12,2011,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Taraba state,Takum lga,7.41158,10.04478,2011-12-26,2011-12-26,0,0,0,4,4,5,4,NigeriaWatch database,,Demavea Village (Chanchangi Ward of Takum)
41739,NIG-2012-2-455-1,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Nasarawa state,Keana lga,8.23333,8.56667,2012-02-16,2012-02-16,0,0,0,4,4,4,4,"Nigeria: Domestic Media Monitoring Report, 12-18 February 2012, citing Daily Trust website on 17 February, Nigeria Watch 9123 ""Tiv clash with Fulani, Nasarawa",,Shatse village in Kadarko ward
41351,NIG-2012-2-455-2,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Taraba state,Takum lga,7.51344,9.92906,2012-02-28,2012-02-28,0,2,0,0,2,2,2,"Nigeria Watch 9148 ""Tiv vs. Fulanis, Taraba",,Chachangi
41363,NIG-2012-2-455-3,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Taraba state,Takum lga,7.41158,10.04478,2012-02-28,2012-02-28,1,0,0,0,1,1,1,"Nigeria Watch 9148 ""Tiv vs. Fulanis, Taraba",,Donga
41742,NIG-2012-2-455-4,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Gwer West lga,7.63211,8.21656,2012-03-04,2012-03-04,0,6,0,0,6,9,6,"Nigeria Watch 9191 ""Fulani invade Tiv community, Benue""; Vanguard 10/3-12, ""How we survived the Tiv/Fulani bloodbath in Benue-survivors"" at http://www.vanguardngr.com/2012/03/how-we-survived-the-tivfulani-bloodbath-in-benue-survivors/",,Tse-Ayande
41743,NIG-2012-2-455-5,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Gwer West lga,7.63211,8.21656,2012-03-04,2012-03-04,0,6,0,0,6,9,6,"Nigeria Watch 9191 ""Fulani invade Tiv community, Benue""; Vanguard 10/3-12, ""How we survived the Tiv/Fulani bloodbath in Benue-survivors"" at http://www.vanguardngr.com/2012/03/how-we-survived-the-tivfulani-bloodbath-in-benue-survivors/",,Chille
41744,NIG-2012-2-455-6,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Gwer West lga,7.645407,8.084792,2012-03-04,2012-03-04,0,6,0,0,6,9,6,"Nigeria Watch 9191 ""Fulani invade Tiv community, Benue""; Vanguard 10/3-12, ""How we survived the Tiv/Fulani bloodbath in Benue-survivors"" at http://www.vanguardngr.com/2012/03/how-we-survived-the-tivfulani-bloodbath-in-benue-survivors/",,Mma-Kpe
41745,NIG-2012-2-455-7,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Gwer West lga,7.63211,8.21656,2012-03-04,2012-03-04,0,6,0,0,6,9,6,"Nigeria Watch 9191 ""Fulani invade Tiv community, Benue""; Vanguard 10/3-12, ""How we survived the Tiv/Fulani bloodbath in Benue-survivors"" at http://www.vanguardngr.com/2012/03/how-we-survived-the-tivfulani-bloodbath-in-benue-survivors/",,Tse-Gboku
41746,NIG-2012-2-455-8,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Gwer West lga,7.63211,8.21656,2012-03-04,2012-03-04,0,6,0,0,6,9,6,"Nigeria Watch 9191 ""Fulani invade Tiv community, Benue""; Vanguard 10/3-12, ""How we survived the Tiv/Fulani bloodbath in Benue-survivors"" at http://www.vanguardngr.com/2012/03/how-we-survived-the-tivfulani-bloodbath-in-benue-survivors/",,Tse-Kpar
41740,NIG-2012-2-455-9,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Nasarawa state,Keana lga,8.23333,8.56667,2012-03-10,2012-03-11,0,11,0,0,11,11,11,"The Guardian 12/3-12, ""11 killed, thousands flee Nasarawa as Tiv, herdsmen clash"" at http://www.ngrguardiannews.com/index.php?option=com_content&view=article&id=79824:11-killed-thousands-flee-nasarawa-as-tiv-herdsmen-clash&catid=1:national&Itemid=559",,Kadarko
41747,NIG-2012-2-455-11,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Taraba state,Takum lga,7.41158,10.04478,2012-03-19,2012-03-19,0,0,0,2,2,3,2,"Nigeria: Domestic Media Monitoring Report, 18 - 24 March 2012, citing Daily Trust website on 19 March",,Agbaaye
41748,NIG-2012-2-455-12,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Taraba state,Takum lga,7.41158,10.04478,2012-03-19,2012-03-19,0,0,0,3,3,3,3,"The Guardian 20/3-12, ""15 feared killed in fresh Fulani, Tiv farmers clash"" at http://www.guardiannewsngr.com/index.php?option=com_content&view=article&id=80634:15-feared-killed-in-fresh-fulani-tiv-farmers-clash-&catid=1:national&Itemid=559",,Demavaa
41749,NIG-2012-2-455-13,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Taraba state,Takum lga,7.41158,10.04478,2012-03-19,2012-03-19,0,0,0,3,3,3,3,"The Guardian 20/3-12, ""15 feared killed in fresh Fulani, Tiv farmers clash"" at http://www.guardiannewsngr.com/index.php?option=com_content&view=article&id=80634:15-feared-killed-in-fresh-fulani-tiv-farmers-clash-&catid=1:national&Itemid=559",,Dooshima
41750,NIG-2012-2-455-14,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Taraba state,Takum lga,7.41158,10.04478,2012-03-19,2012-03-19,0,0,0,3,3,3,3,"The Guardian 20/3-12, ""15 feared killed in fresh Fulani, Tiv farmers clash"" at http://www.guardiannewsngr.com/index.php?option=com_content&view=article&id=80634:15-feared-killed-in-fresh-fulani-tiv-farmers-clash-&catid=1:national&Itemid=559",,Ayu
41751,NIG-2012-2-455-15,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Taraba state,Takum lga,7.41158,10.04478,2012-03-19,2012-03-19,0,0,0,3,3,4,3,"The Guardian 20/3-12, ""15 feared killed in fresh Fulani, Tiv farmers clash"" at http://www.guardiannewsngr.com/index.php?option=com_content&view=article&id=80634:15-feared-killed-in-fresh-fulani-tiv-farmers-clash-&catid=1:national&Itemid=559",,New Gboko
41752,NIG-2012-2-455-17,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Gwer West lga,7.63211,8.21656,2012-05-19,2012-05-20,0,0,0,3,3,3,3,"Agence France-Presse (AFP) 22/5-12, ""Violence in central Nigeria leaves 10 dead, houses burnt",,Tyoughatee district
41753,NIG-2012-2-455-18,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Gwer West lga,7.63211,8.21656,2012-05-19,2012-05-20,0,0,0,3,3,3,3,"Agence France-Presse (AFP) 22/5-12, ""Violence in central Nigeria leaves 10 dead, houses burnt",,Gbaange/Tongov district
41754,NIG-2012-2-455-19,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Gwer West lga,7.63211,8.21656,2012-05-19,2012-05-20,0,0,0,4,4,4,4,"Agence France-Presse (AFP) 22/5-12, ""Violence in central Nigeria leaves 10 dead, houses burnt",,Mbaagbuu district
41338,CHA-2012-2-5583-0,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Gwer West lga,7.63211,8.21656,2012-05-19,2012-05-21,0,10,0,0,10,10,10,"Nigeria: Domestic Media Monitoring Report, l3-26 May 2012, citing Daily Trust website on 22 May",,Gwer West Local Government area of Benue state
41755,NIG-2012-2-455-20,2012,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Makurdi lga,7.7411,8.5121,2012-10-14,2012-10-14,0,30,0,0,30,30,30,"Vanguard 17/10-12, ""Bloodbath as Tiv, Fulani clash in Benue"", AFP 17/10-12. ""Central Nigeria ethnic clash kills at least 30 people",,Yogbo (less than 15 minutes drive from Makurdi town)
65150,NIG-2013-2-12441-1,2013,Eggon - Fulani,Eggon - Fulani,Eggon,Fulani,Nasarawa state,Doma lga,8.20323,8.30466,2013-01-10,2013-01-10,1,5,0,0,6,6,6,"""Nigeria Watch,2013-01-10,Title  Fulani vs Eggon, Nasarawa  ""","Title  Fulani vs Eggon, Nasarawa","Ruwan Doma, Doma LGA"
65078,NIG-2013-2-360-10,2013,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Plateau state,Jos South lga,9.75,8.88333,2013-01-23,2013-01-23,1,1,0,0,2,2,2,"""Vanguard ,2013-01-24,20 killed in Plateau sectarian crisis""",20 killed in Plateau sectarian crisis,"Du area, Jos South LGA"
45899,NIG-2013-2-360-0,2013,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Plateau state,Wase lga,9.08261,10.20519,2013-01-23,2013-01-23,0,0,0,18,18,18,18,"""All Africa,2013-01-25,Ten Killed in Plateau Communal Violence"";""All Africa,2013-01-28,Wase Killings - Seven More Corpses Recovered"";""Vanguard ,2013-01-24,20 killed in Plateau sectarian crisis""",Ten Killed in Plateau Communal Violence;Wase Killings - Seven More Corpses Recovered;20 killed in Plateau sectarian crisis,"Wadatan Garga, Plateau state"
65186,NIG-2013-2-12342-1,2013,Fulani - Idoma,Fulani - Idoma,Fulani,Idoma,Benue state,Oturkpo lga,7.30736,8.07494,2013-01-27,2013-01-27,3,0,0,0,3,3,3,"""Nigeria Watch,2013-01-27,Title  Farmers clash with Fulanis, Benue""","Title  Farmers clash with Fulanis, Benue",Otukpo LGA
65190,NIG-2013-2-12441-2,2013,Eggon - Fulani,Eggon - Fulani,Eggon,Fulani,Nasarawa state,Doma lga,8.43333,8.21667,2013-02-02,2013-02-02,2,0,0,0,2,2,2,"""Vanguard ,2013-02-03,Fulani herdsmen kill 10, injure 15""","Fulani herdsmen kill 10, injure 15",Rutu village in Doma Local Government
65192,NIG-2013-2-12441-3,2013,Eggon - Fulani,Eggon - Fulani,Eggon,Fulani,Nasarawa state,Nasarawa Eggon lga,8.74947,8.44035,2013-02-02,2013-02-02,0,0,0,0,0,8,0,"""Vanguard ,2013-02-03,Fulani herdsmen kill 10, injure 15""","Fulani herdsmen kill 10, injure 15",Iga community
65197,NIG-2013-2-455-6,2013,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.96667,8.76667,2013-03-08,2013-03-08,0,2,0,0,2,2,2,"""Nigeria Watch,2013-03-08,Title  Tiv farmers v.s. Fulani herdsmen, Benue  ""","Title  Tiv farmers v.s. Fulani herdsmen, Benue","Ake Lake, Guma LGA"
65232,NIG-2013-2-455-7,2013,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.842145,8.861159,2013-03-13,2013-03-13,0,0,0,2,2,2,2,"""Nigeria Watch,2013-03-13,Title  Tiv farmers clash with herdsmen, Benue  ""","Title  Tiv farmers clash with herdsmen, Benue","Iye village, Guma LGA"
46030,NIG-2013-2-360-1,2013,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Plateau state,Wase lga,8.910664,10.020653,2013-03-17,2013-03-17,0,0,0,0,0,2,0,"""All Africa,2013-03-21,Plateau - Nine Feared Killed in Reprisal Attack""",Plateau - Nine Feared Killed in Reprisal Attack,"Kadarko village, Wase LGA, Plateau State"
46031,NIG-2013-2-360-2,2013,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Plateau state,Wase lga,9.08261,10.20519,2013-03-20,2013-03-20,0,0,0,0,0,9,0,"""All Africa,2013-03-21,Plateau - Nine Feared Killed in Reprisal Attack""",Plateau - Nine Feared Killed in Reprisal Attack,"Fili Mavou village, Wase Local Government Area, Plateau State"
48459,NIG-2013-2-360-4,2013,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Plateau state,Wase lga,9.1,9.966667,2013-04-06,2013-04-06,2,13,0,0,15,15,15,"""All Africa,2013-04-15,Plateau's Circle of 'Endless' Violence [analysis]""",Plateau's Circle of 'Endless' Violence [analysis],"Wase town, Wase LGA, Plateau state"
65324,NIG-2013-2-360-11,2013,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Plateau state,Langtang South lga,8.539103,9.706028,2013-04-06,2013-04-06,0,7,0,0,7,7,7,"""Nigeria Watch,2013-04-06,Title  Fulani attack Karkashi, Plateau  ""","Title  Fulani attack Karkashi, Plateau",Karkashi village
48409,NIG-2013-2-360-3.1,2013,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Plateau state,Wase lga,9.114567,9.926308,2013-04-08,2013-04-08,0,0,0,20,20,20,20,"""All Africa,2013-04-10,Residents Flee Plateau Town As Death Toll Climbs to 40""",Residents Flee Plateau Town As Death Toll Climbs to 40,"Zango, Plateau state"
48410,NIG-2013-2-360-3.2,2013,Fulani - Tarok,Fulani - Tarok,Fulani,Tarok,Plateau state,Wase lga,9.1,9.966667,2013-04-08,2013-04-08,0,0,0,20,20,20,20,"""All Africa,2013-04-10,Residents Flee Plateau Town As Death Toll Climbs to 40""",Residents Flee Plateau Town As Death Toll Climbs to 40,"Wase town, Wase LGA, Plateau state"
65325,NIG-2013-2-455-8,2013,Fulani - Tiv,Fulani - Tiv,Fulani,Tiv,Benue state,Guma lga,7.9974,8.4467,2013-04-08,2013-04-08,0,0,0,3,3,3,3,"""Nigeria Watch,2013-04-08,Title  Fulani v.s. Tiv farmers, Benue  ""","Title  Fulani v.s. Tiv farmers, Benue",Yogbo village
